source,category,mesh,source_material,texture_family,resolution_method,base_color,normal,roughness,metallic,ao,emission,alpha
FBX/Props/SM_3DT_Lamp_Wall.fbx,Props,SM_3DT_Lamp_Wall,LampPostRails,LampPostRails,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Emission.png,
FBX/Props/SM_3DT_Lampost.fbx,Props,SM_3DT_Lampost,LampPostRails,LampPostRails,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Emission.png,
FBX/Props/SM_3DT_Power_Box_01.fbx,Props,SM_3DT_Power_Box_01,Props,Props,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_Emission.png,
FBX/Props/SM_3DT_Satellite.fbx,Props,SM_3DT_Satellite,Props,Props,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_Emission.png,
FBX/Props/SM_3DT_Solar_Panel.fbx,Props,SM_3DT_Solar_Panel,Props,Props,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Props/T_3DT_Props_Emission.png,
FBX/Props/SM_3DT_Terminal.fbx,Props,SM_3DT_Terminal,Terminal,Terminal,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Terminal/T_3DT_Terminal_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Terminal/T_3DT_Terminal_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Terminal/T_3DT_Terminal_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Terminal/T_3DT_Terminal_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Terminal/T_3DT_Terminal_AmbientOcclusion.png,,
FBX/Props/SM_3DT_Trashcan_01.fbx,Props,SM_3DT_Trashcan_01,Bins,Bins,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Bins/T_3DT_Bins_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Bins/T_3DT_Bins_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Bins/T_3DT_Bins_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Bins/T_3DT_Bins_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Bins/T_3DT_Bins_AmbientOcclusion.png,,
FBX/Props/SM_3DT_Trashcan_02.fbx,Props,SM_3DT_Trashcan_02,Bins,Bins,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Bins/T_3DT_Bins_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Bins/T_3DT_Bins_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Bins/T_3DT_Bins_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Bins/T_3DT_Bins_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Bins/T_3DT_Bins_AmbientOcclusion.png,,
FBX/Props/SM_3DT_Vending_Machine_A_01.fbx,Props,SM_3DT_Vending_Machine_A_01,Vending Machine A,Vending Machine A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machine A/T_3DT_Vending Machine A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machine A/T_3DT_Vending Machine A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machine A/T_3DT_Vending Machine A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machine A/T_3DT_Vending Machine A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machine A/T_3DT_Vending Machine A_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machine A/T_3DT_Vending Machine A_Emission.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machine A/T_3DT_Vending Machine A_Alpha.png
FBX/Props/SM_3DT_Vending_Machine_B_01.fbx,Props,SM_3DT_Vending_Machine_B_01,Vending Machines B,Vending Machines B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_Emission.png,
FBX/Props/SM_3DT_Vending_Machine_B_02.fbx,Props,SM_3DT_Vending_Machine_B_02,Vending Machines B,Vending Machines B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Vending Machines B/T_3DT_Vending Machines B_Emission.png,
FBX/Railings/SM_3DT_Railing_01.fbx,Railings,SM_3DT_Railing_01,Railing,Railing,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Railing/T_3DT_Railing_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Railing/T_3DT_Railing__Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Railing/T_3DT_Railing__Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Railing/T_3DT_Railing__Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Railing/T_3DT_Railing_AmbientOcclusion.png,,
FBX/Railings/SM_3DT_Railing_02.fbx,Railings,SM_3DT_Railing_02,LampPostRails,LampPostRails,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Emission.png,
FBX/Railings/SM_3DT_Railing_03.fbx,Railings,SM_3DT_Railing_03,LampPostRails,LampPostRails,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/LampPostRails/T_3DT_LampPostRails_Emission.png,
FBX/Road/SM_3DT_Road_01.fbx,Road,SM_3DT_Road_01,Seamless Concrete C.001,Seamless/Concrete C,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Metallic.png,,,
FBX/Road/SM_3DT_Road_01.fbx,Road,SM_3DT_Road_01,Seamless Road.001,Seamless/Road,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Metallic.png,,,
FBX/Road/SM_3DT_Road_02.fbx,Road,SM_3DT_Road_02,Seamless Concrete C.001,Seamless/Concrete C,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Metallic.png,,,
FBX/Road/SM_3DT_Road_02.fbx,Road,SM_3DT_Road_02,Seamless Road.001,Seamless/Road,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Metallic.png,,,
FBX/Road/SM_3DT_Road_03.fbx,Road,SM_3DT_Road_03,Seamless Concrete C.001,Seamless/Concrete C,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Metallic.png,,,
FBX/Road/SM_3DT_Road_03.fbx,Road,SM_3DT_Road_03,Seamless Road.001,Seamless/Road,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Metallic.png,,,
FBX/Road/SM_3DT_Road_04.fbx,Road,SM_3DT_Road_04,Seamless Concrete C.001,Seamless/Concrete C,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Concrete C/T_3DT_Seamless_Concrete_C_Metallic.png,,,
FBX/Road/SM_3DT_Road_04.fbx,Road,SM_3DT_Road_04,Seamless Road.001,Seamless/Road,explicit_alias,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Seamless/Road/T_3DT_Seamless_Road_Metallic.png,,,
FBX/Shelters/SM_3DT_Shelter_A.fbx,Shelters,SM_3DT_Shelter_A,Shelter A,Shelter A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter A/T_3DT_Shelter_A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter A/T_3DT_Shelter_A_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter A/T_3DT_Shelter_A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter A/T_3DT_Shelter_A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter A/T_3DT_Shelter_A_AmbientOcclusion.png,,
FBX/Shelters/SM_3DT_Shelter_B1.fbx,Shelters,SM_3DT_Shelter_B1,Shelter B,Shelter B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_AmbientOcclusion.png,,
FBX/Shelters/SM_3DT_Shelter_B2.fbx,Shelters,SM_3DT_Shelter_B2,Shelter B,Shelter B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_AmbientOcclusion.png,,
FBX/Shelters/SM_3DT_Shelter_B3.fbx,Shelters,SM_3DT_Shelter_B3,Shelter B,Shelter B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Shelter B/T_3DT_Shelter_B_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_01.fbx,Signs,SM_3DT_Sign_01,Signs B,Signs B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_010.fbx,Signs,SM_3DT_Sign_010,Signs B,Signs B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_011.fbx,Signs,SM_3DT_Sign_011,Signs B,Signs B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_012.fbx,Signs,SM_3DT_Sign_012,Signs B,Signs B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_013.fbx,Signs,SM_3DT_Sign_013,Signs C,Signs C,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_Emission.png,
FBX/Signs/SM_3DT_Sign_014.fbx,Signs,SM_3DT_Sign_014,Signs C,Signs C,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_Emission.png,
FBX/Signs/SM_3DT_Sign_015.fbx,Signs,SM_3DT_Sign_015,Signs C,Signs C,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_AmbientOcclusion.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs C/T_3DT_Signs C_Emission.png,
FBX/Signs/SM_3DT_Sign_02.fbx,Signs,SM_3DT_Sign_02,Signs A,Signs A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_03.fbx,Signs,SM_3DT_Sign_03,Signs A,Signs A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_04.fbx,Signs,SM_3DT_Sign_04,Signs A,Signs A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_05.fbx,Signs,SM_3DT_Sign_05,Signs A,Signs A,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs A/T_3DT_Signs A_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_06.fbx,Signs,SM_3DT_Sign_06,Signs B,Signs B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_07.fbx,Signs,SM_3DT_Sign_07,Signs B,Signs B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_08.fbx,Signs,SM_3DT_Sign_08,Signs B,Signs B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_AmbientOcclusion.png,,
FBX/Signs/SM_3DT_Sign_09.fbx,Signs,SM_3DT_Sign_09,Signs B,Signs B,normalized_exact,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_BaseColor.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_OpenGL_Normal.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Roughness.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_Metallic.png,assets/environment/3DT_Cyberpunk_Downtown/Textures/Signs B/T_3DT_Signs B_AmbientOcclusion.png,,
